,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
1707,1707,924,Dawn of the Dead,2004,102356381,"fantasi horror action sarahpolley vingrham jakeweb newamsterdamentertain strikeentertain metropolitanfilmexport unitedstatesofamerica refuge massmurd habor a group of surviv peopl take refug in a shop center after the world ha been over taken over by aggressive, flesh-eat zombies. a remak of the 1978 zombi film of the same name. zacksnyd"
1708,1708,2018,The Wedding Planner,2001,94728529,"comedi jenniferlopez matthewmcconaughey justinchamb columbiapicturescorpor intermediafilm deegeeentertain unitedstatesofamerica sanfrancisco marriagepropos loveofone'slif mari fiore, san francisco' premier wed planner is rescu from an accid by the man of her dreams, pediatrician steve edison, onli to find he is the fiancé of her latest client, wealthi fran donnolly. as mari continu make the wed arrangements, she and steve are put into a string of uncomfort situat that forc them to face their mutual attraction. adamshankman"
1719,1719,3638,No Reservations,2007,92601050,"comedi catherinezeta-jon aaroneckhart abigailbreslin villageroadshowpictur castlerockentertain warnerbros. australia unitedstatesofamerica itali competit lossofmoth master chef kate armstrong run her life and her kitchen with intimid intensity. however, a recip for disast may be in the work when she becom the guardian of her young niec while cross fork with the brash sous-chef who just join her staff. though romanc bloom in the face of rivalry, kate need to look outsid the kitchen to find true happiness. scotthick"
1728,1728,2001,We Own the Night,2007,54926886,drama crime thriller joaquinphoenix evamend alexveadov columbiapictur industryentertain 2929product unitedstatesofamerica newyork fathersonrelationship nightclub a new york nightclub manag tri to save hi brother and father from russian mafia hitmen. jamesgray
1743,1743,700,Octopussy,1983,187500000,adventur action thriller rogermoor maudadam louisjourdan eonproduct unitedkingdom unitedstatesofamerica atomicbomb easternblock crocodil jame bond is sent to investig after a fellow “00” agent is found dead with a priceless farberg egg. jame bond follow the mysteri and uncov a smuggl scandal and a russian gener who want to provok a new world war. johnglen
1748,1748,1259,Notes on a Scandal,2006,49469904,"drama romanc judidench cateblanchett billnighi foxsearchlightpictur scottrudinproduct dnafilm unitedkingdom sex adulteri basedonnovel a veteran high school teacher befriend a younger art teacher, who is have an affair with one of her 15-year-old students. however, her intent with thi new ""friend"" also go well beyond platon friendship. richardeyr"
1749,1749,5125,Rendition,2007,24748670,"drama thriller omarmetw reesewitherspoon jakegyllenha anonymouscont level1entertain midfound unitedstatesofamerica antiterror terror cia when an egyptian terror suspect ""disappears"" on a flight from africa to washington dc, hi american wife and a cia analyst find themselv caught up in a struggl to secur hi releas from a secret detent facil somewher outsid the us. gavinhood"
1750,1750,174,Star Trek VI: The Undiscovered Country,1991,96900000,"sciencefict action adventur williamshatn leonardnimoy deforestkelley paramountpictur unitedstatesofamerica farewel feder starfleet on the eve of retirement, kirk and mccoy are charg with assassin the klingon high chancellor and imprisoned. the enterpris crew must help them escap to thwart a conspiraci aim at sabotag the last best hope for peace. nicholasmey"
1753,1753,525,The Blues Brothers,1980,115229890,"music comedi action danaykroyd johnbelushi jamesbrown universalpictur unitedstatesofamerica danc prison chicago jake blue is just out of jail, and team up with hi brother, elwood on a 'mission from god' to rais fund for the orphanag in which they grew up. the onli thing they can do is do what they do best – play music – so they get their old band togeth and they'r on their way, while get in a bit of troubl here and there. johnlandi"
1756,1756,245,About a Boy,2002,129000000,"drama comedi romanc hughgrant nicholashoult tonicollett universalpictur unitedkingdom unitedstatesofamerica londonengland rockandrol singlepar will freeman is a hip london who one day realiz that hi friend are all involv with the respons of marri life and that leav him alon in the cold. pass himself off as a singl father, he start to meet a string of singl mums, confid in hi abil to leav them behind when they start to ask for a commitment. but will' hope of a continu bachelorhood is interrupt when he meet 12-year old marcus, in mani way hi complet opposite. chrisweitz"
1762,1762,2666,Dark City,1998,27200316,"mysteri sciencefict rufussewel williamhurt kiefersutherland newlinecinema mysteryclockcinema australia unitedstatesofamerica soul sleep manipul a man struggl with memori of hi past, includ a wife he cannot remember, in a nightmarish world with no sun and run by be with telekinet power who seek the soul of humans. alexproya"
1768,1768,5126,Martian Child,2007,0,"drama johncusack bobbycoleman amandapeet newlinecinema unitedstatesofamerica underdog adopt educ a recently-widowed, scienc fiction writer consid whether to adopt a hyper-imagin 6-year-old abandon and socially-reject boy who say he' realli from mars. mennomeyj"
1771,1771,1613,The 51st State,2001,14,"thriller action comedi samuell.jackson robertcarlyl emilymortim filmcouncil allianceatlantiscommun thefilmconsortium canada unitedkingdom chemic lax skinhead elmo mcelroy is a streetwis american master chemist who head to england to sell hi special new formula - a powerful, blue concoct guarante to take you to 'the 51st state.' mcelroy' new product deliv a feel 51 time more power than ani thrill, ani pleasure, ani high in history. but hi plan for a quick, profit score go comic awri when he get stuck in liverpool with an unlik escort and hi ex-girlfriend and becom entangl in a bizarr web of double-d and double-crosses. ronnyyu"
1779,1779,6957,The 40 Year Old Virgin,2005,109449237,"comedi romanc stevecarel catherinekeen paulrudd universalpictur apatowproduct unitedstatesofamerica firsttim virgin andi stitzer ha a pleasant life with a nice apart and a job stamp invoic at an electron store. but at age 40, there' one thing andi hasn't done, and it' realli bother hi sex-obsess male co-workers: andi is still a virgin. determin to help andi get laid, the guy make it their mission to de-virgin him. but it all seem hopeless until andi meet small busi owner trish, a singl mom. juddapatow"
1780,1780,1934,Shakespeare in Love,1998,289317794,"romanc histori josephfienn gwynethpaltrow geoffreyrush miramaxfilm universalpictur bedfordfallsproduct unitedstatesofamerica shakespear loveofone'slif oscaraward young shakespear is forc to stage hi latest comedy, ""romeo and ethel, the pirate' daughter,"" befor it' even written. when a love noblewoman audit for a role, they fall into forbidden love -- and hi play find a new life (and title). as their relationship progresses, shakespeare' comedi soon transform into tragedy. johnmadden"
1787,1787,5902,A Bridge Too Far,1977,50750000,drama histori war dirkbogard jamescaan michaelcain unitedartist josephe.levineproduct unitedkingdom unitedstatesofamerica netherland worldwarii panzer tell the stori of oper market garden. a fail attempt by the alli in the latter stage of wwii to end the war quickli by secur three bridg in holland allow access over the rhine into germany. a combin of poor alli intellig and the presenc of two crack german panzer divis meant that the final part of thi oper (the bridg in arnhem over the rhine) wa doom to failure. richardattenborough
1796,1796,7445,Brothers,2009,43318349,"drama thriller war tobeymaguir jakegyllenha natalieportman lionsgat relativitymedia sighvatssonfilm unitedstatesofamerica brotherbrotherrelationship brother-in-law lossofhusband when hi helicopt goe down dure hi fourth tour of duti in afghanistan, marin sam cahil is presum dead. back home, brother tommi step in to look over sam’ wife, grace, and two children. sam’ surpris homecom trigger domest mayhem. jimsheridan"
1802,1802,8011,Highlander III: The Sorcerer,1994,36800000,"action fantasi sciencefict christopherlambert mariovanpeebl deborahkaraung trans-film initialgroup lumièrepictur canada franc unitedkingdom japan newyork scotland start off in the 15th century, with connor mcleod (christoph lambert) train with anoth immort swordsman, the japanes sorcer nakano (mako). when an evil immort name kane (mario van peebles) kill the old wizard, the result battl leav him buri in an underground cave. when kane resurfac in the 20th centuri to creat havoc, it' up to mcleod to stop him. andrewmorahan"
1805,1805,2779,The Curse of the Jade Scorpion,2001,0,"comedi crime mysteri danaykroyd helenhunt woodyallen dreamworksskg gravierproduct germani unitedstatesofamerica hypnosi independentfilm cw brigg is a veteran insur investigator, with mani successes. betti ann fitzgerald is a new employe in the compani he work for, with the task of reorgan the office. they don't like each other - or at least that' what they think. dure a night out with the rest of the offic employees, they go to watch voltan, a magician who secretli hypnot both of them. woodyallen"
1809,1809,1985,The Constant Gardener,2005,82466670,"drama mysteri thriller ralphfienn rachelweisz dannyhuston studiobabelsberg epsilonmotionpictur ukfilmcouncil china germani unitedkingdom aid diplomat nairobi justin quayl is a low-level british diplomat who ha alway gone about hi work veri quietly, not caus ani problems. but after hi radic wife tessa is kill he becom determin to find out why, thrust himself into the middl of a veri danger conspiracy. fernandomeirel"
1810,1810,615,The Passion of the Christ,2004,611899420,"drama jimcaviezel maiamorgenstern monicabellucci iconproduct twentiethcenturyfoxfilmcorpor unitedstatesofamerica christian jewri romanempir ""the passion of the christ"" is a film about the last 12 hour in the life of jesus. director mel gibson receiv much critic from critic and audienc for hi explicit depict of and focu on violenc and on christ suffering, especi on the part of the jewish community. the film languag are arabic, latin and hebrew and it actor are laymen which wa controversi receiv as well. melgibson"
1811,1811,788,Mrs. Doubtfire,1993,441286195,"comedi drama famili robinwilliam sallyfield piercebrosnan twentiethcenturyfoxfilmcorpor bluewolf unitedstatesofamerica sanfrancisco parentskidsrelationship restaur love but irrespons dad daniel hillard, estrang from hi exasper spouse, is crush by a court order allow onli weekli visit with hi kids. when daniel learn hi ex need a housekeeper, he get the job -- disguis as an english nanny. soon he becom not onli hi children' best pal but the kind of parent he should have been from the start. chriscolumbu"
1817,1817,619,The Bodyguard,1992,411006740,"thriller action drama whitneyhouston kevincostn michelelamarrichard tigproduct warnerbros. kasdanpictur unitedstatesofamerica sistersisterrelationship anonymouslett diva a former secret servic agent grudgingli take an assign to protect a pop idol who' threaten by a craze fan. at first, the safety-obsess bodyguard and the self-indulg diva total clash. but befor long, all that tension spark firework of anoth sort, and the love-avers tough guy is torn between duti and romance. mickjackson"
1823,1823,6466,Freddy vs. Jason,2003,114908830,"horror robertenglund kenkirzing jasonritt newlinecinema cecchigorigrouptigercinematografica averypix canada itali unitedstatesofamerica murder marijuana teenag evil dream-demon freddi krueger devis a plan to manipul the unstopp jason vorhe into hack up the teenag of elm street in an effort to make peopl rememb the name freddi krueger, thu free him from limbo. ronnyyu"
1827,1827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,78000000,"sciencefict adventur action paigeturco davidwarn michelansisti newlinecinema goldenharvestcompani hongkong unitedstatesofamerica crimefight fight mutant the turtl and the shredder battl onc again, thi time for the last cannist of the ooz that creat the turtles, which shredder want to creat an armi of new mutants. michaelpressman"
1828,1828,117,The Untouchables,1987,76270454,"crime drama histori kevincostn seanconneri charlesmartinsmith paramountpictur unitedstatesofamerica whitesuit alcapon toughcop young treasuri agent elliot ness arriv in chicago and is determin to take down al capone, but it' not go to be easi becaus capon ha the polic in hi pocket. ness meet jimmi malone, a veteran patrolman and probabl the most honor one on the force. he ask malon to help him get capone, but malon warn him that if he goe after capone, he is go to war. briandepalma"
1829,1829,6977,No Country for Old Men,2007,171600000,"crime drama thriller tommyleejon javierbardem joshbrolin miramaxfilm scottrudinproduct paramountvantag unitedstatesofamerica texa drugtraff hitman llewelyn moss stumbl upon dead bodies, $2 million and a hoard of heroin in a texa desert, but method killer anton chigurh come look for it, with local sheriff ed tom bell hot on hi trail. the role of prey and predat blur as the violent pursuit of money and justic collide. joelcoen"
1831,1831,634,Bridget Jones's Diary,2001,281929795,"comedi romanc drama renéezellweg colinfirth hughgrant miramaxfilm universalpictur studiocan franc ireland unitedkingdom holiday londonengland england a chaotic bridget jone meet a snobbish lawyer, and he soon enter her world of imperfections. sharonmaguir"
1838,1838,794,The Omen,1976,60922980,"horror thriller gregorypeck leeremick davidwarn twentiethcenturyfoxfilmcorpor maceneufeldproduct unitedkingdom unitedstatesofamerica monk propheci ambassador immedi after their miscarriage, the us diplomat robert thorn adopt the newborn damien without the knowledg of hi wife. yet what he doesn’t know is that their new son is the son of the devil. a classic horror film with gregori peck from 1976. richarddonn"
1841,1841,1265,Bridge to Terabithia,2007,137587063,"adventur drama famili joshhutcherson annasophiarobb robertpatrick waldenmedia halliebermancompani laurenlevineproductionsinc. unitedstatesofamerica brothersisterrelationship friendship bulli jess aaron train all summer to becom the fastest runner in school, so he' veri upset when newcom lesli burk outrun him and everyon else. despit thi and other differences, includ that she' rich, he' poor, and she' a citi girl, he' a countri boy, the two becom fast friends. together, they creat terabithia, a land of monsters, trolls, ogres, and giant and rule as king and queen. gáborcsupó"
1852,1852,746,The Last Emperor,1987,43984230,"drama histori johnlon petero'tool joanchen columbiapictur hemdalefilmcorpor recordedpicturescompani franc china unitedkingdom buddhism japan suicid a dramat histori of pu yi, the last of the emperor of china, from hi lofti birth and brief reign in the forbidden city, the object of worship by half a billion people; through hi abdication, hi declin and dissolut lifestyle; hi exploit by the invad japanese, and final to hi obscur exist as just anoth peasant worker in the people' republic. bernardobertolucci"
1855,1855,7345,There Will Be Blood,2007,77208711,"drama danielday-lewi pauldano dillonfreasi miramaxfilm ghoulardifilmcompani paramountvantag unitedstatesofamerica brotherbrotherrelationship deaf-mut americandream when ruthless oil prospector, daniel plainview learn of oil-rich land in california that can be bought cheaply, he move hi oper there and begin manipul and exploit the local landown into sell him their property. use hi young adopt son to project the imag of a care famili man, plainview gain the cooper of almost all the local with lofti promis to build school and cultiv the land to make their commun flourish. over time, plainview' gradual accumul of wealth and power caus hi true self to surface, and he begin to slowli alien himself from everyon in hi life. paulthomasanderson"
1860,1860,2140,Kiss of the Dragon,2001,64437847,"action crime thriller jetli bridgetfonda tchékykaryo twentiethcenturyfoxfilmcorpor currententertain immortalentertain franc unitedstatesofamerica pari prostitut drug liu jian, an elit chines polic officer, come to pari to arrest a chines drug lord. when jian is betray by a french offic and frame for murder, he must go into hide and find new allies. chrisnahon"
1869,1869,590,The Hours,2002,41597830,"drama nicolekidman juliannemoor merylstreep paramountpictur miramaxfilm scottrudinproduct unitedstatesofamerica londonengland suicid gay ""the hours"" is the stori of three women search for more potent, meaning lives. each is aliv at a differ time and place, all are link by their yearn and their fears. their stori intertwine, and final come togeth in a surprising, transcend moment of share recognition. stephendaldri"
1871,1871,1268,Mr. Bean's Holiday,2007,229736344,"famili comedi rowanatkinson maxbaldri emmadecaun tigeraspectproduct workingtitlefilm unitedkingdom franc germani holiday franc filmdirector mr. bean win a trip to cann where he unwittingli separ a young boy from hi father and must help the two reunite. on the way he discov france, bicycl and true love, among other things. stevebendelack"
1873,1873,190955,Blood Ties,2013,2415472,"thriller crime drama cliveowen billycrudup marioncotillard wildbunch lgmproduct lesproductionsdutrésor franc unitedstatesofamerica two brothers, on either side of the law, face off over organ crime in brooklyn dure the 1970s. guillaumecanet"
1878,1878,6116,Spice World,1997,100000000,"adventur fantasi drama victoriabeckham melaniebrown emmabunton columbiapicturescorpor unitedkingdom pop popcultur popstar the film follow the spice girl and their entourag (mostli fiction characters) - manag clifford, hi assist deborah, filmmak pier (who is tri to shoot a documentari on ""the real spice girls"") and other in their everyday life. bobspier"
1881,1881,278,The Shawshank Redemption,1994,28341469,"drama crime timrobbin morganfreeman bobgunton castlerockentertain unitedstatesofamerica prison corrupt policebrut frame in the 1940 for the doubl murder of hi wife and her lover, upstand banker andi dufresn begin a new life at the shawshank prison, where he put hi account skill to work for an amor warden. dure hi long stretch in prison, dufresn come to be admir by the other inmat -- includ an older prison name red -- for hi integr and unquench sens of hope. frankdarabont"
1890,1890,1909,Don Juan DeMarco,1994,22200000,"romanc drama comedi johnnydepp marlonbrando fayedunaway newlinecinema americanzoetrop unitedstatesofamerica sexaddict love mentalinstitut john arnold demarco is a man who believ he is don juan, the greatest lover in the world. clad in a cape and mask, demarco undergo psychiatr treatment with dr. jack mickler to cure him of hi appar delusion. but the psychiatr session have an unexpect effect on the psychiatr staff and, most profoundly, dr mickler, who rekindl the romanc in hi complac marriage. jeremyleven"
1904,1904,1831,The Next Best Thing,2000,24362772,"comedi madonna ruperteverett benjaminbratt paramountpictur lakeshoreentertain unitedstatesofamerica gay parentskidsrelationship custodybattl a comedy-drama about best friend - one a straight woman, abbie, the other a gay man, robert - who decid to have a child together. five year later, abbi fall in love with a straight man and want to move away with her and robert' littl boy sam, and a nasti custodi battl ensues. johnschlesing"
1918,1918,6978,Big Trouble in Little China,1986,11000000,"action adventur comedi kurtrussel kimcattral dennisdun twentiethcenturyfoxfilmcorpor taftentertainmentpictur unitedstatesofamerica kungfu chinatown magic when trucker, jack burton agre to take hi friend, wang chi to pick up hi fiance at the airport, he never expect to get involv in a supernatur battl between good and evil. wang' fiance ha emerald green eyes, which make her a perfect target for immort sorcerer, lo pan and hi three invinc cronies. lo pan must marri a girl with green eye so he can regain hi physic form. johncarpent"
1920,1920,59440,Warrior,2011,23057115,"action drama tomhardi jennifermorrison nicknolt solarisfilm lionsgat mimranschurpictur unitedstatesofamerica bank train beat the inspir stori of an estrang famili that find redempt in the unlikeliest of places…th mma ring. tommi riordan (tom hardy), an ex-marin with a tragic past, return home and enlist hi father (nick nolte), a recov alcohol and former wrestl coach, to train him for “sparta”, the biggest mma tournament ever held. but when tommy’ underdog brother, brendan (joel edgerton), fight hi way into the tournament, the two brother must final confront each other and the forc that pull them apart. what ensu is the most gut-wrenching, soul-stirring, and unforgett battl of their lives. gavino'connor"
1921,1921,1770,Michael Collins,1996,16900000,"drama thriller liamneeson aidanquinn stephenrea geffenpictur warnerbros. ireland unitedkingdom civilwar fight presidentialelect michael collin play a crucial role in the establish of the irish free state in the 1920s, but becom vilifi by those hope to creat a complet independ irish republic. neiljordan"
1923,1923,8988,Stop-Loss,2008,11207130,"drama war ryanphillipp abbiecornish josephgordon-levitt paramountpictur scottrudinproduct mtvfilm unitedstatesofamerica posttraumaticstressdisord iraqwarveteran u.s.soldi a veteran soldier return from hi complet tour of duti in iraq, onli to find hi life turn upsid down when he is arbitrarili order to return to field duti by the army. kimberlypeirc"
1959,1959,168,Star Trek IV: The Voyage Home,1986,133000000,"sciencefict adventur williamshatn leonardnimoy deforestkelley paramountpictur unitedstatesofamerica savingtheworld sanfrancisco ussenterprise-a fugit of the feder for their dare rescu of spock from the doom genesi planet, admir kirk (william shatner) and hi crew begin their journey home to face justic for their actions. but as they near earth, they find it at the merci of a mysteri alien presenc whose signal are slowli destroy the planet. in a desper attempt to answer the call of the probe, kirk and hi crew race back to the late twentieth century. howev they soon find the world they onc knew to be more alien than anyth they'v encount in the far reach of the galaxy! leonardnimoy"
1961,1961,4233,Scream 2,1997,172363301,"horror mysteri davidarquett nevecampbel courteneycox miramaxfilm konradpictur mavenentertain unitedstatesofamerica filmfestiv slaughter slasher two year after the terrifi event that occur in woodsboro, sidney is now attend windsor colleg in cincinnati, and gale weathers' best sell book on sidney' life ha now been made into a major motion picture. when two colleg student are kill in a theatr while watch the new film 'stab', sidney know deep down that histori is repeat itself. wescraven"
1964,1964,2069,The Whole Nine Yards,2000,106371651,"comedi crime brucewilli matthewperri rosannaarquett franchisepictur warnerbros. morgancreekproduct canada unitedstatesofamerica bounti gangsterboss montreal a mobster name jimmi the tulip agre to cooper with an fbi investig in order to stay out of prison; he' reloc by the author to a life of suburban anonym as part of a wit protect program. it' not long befor a coupl of hi new neighbor figur out hi true ident and come knock to see if he'd be up for one more hit, suburban style. jonathanlynn"
1967,1967,177,The Fisher King,1991,41895491,comedi drama jeffbridg robinwilliam mercedesruehl tristarpictur unitedstatesofamerica holygrail homelessperson lossoflov two troubl men face their terribl destini and event of their past as they join togeth on a mission to find the holi grail and thu to save themselves. terrygilliam
1968,1968,3600,I Still Know What You Did Last Summer,1998,40002112,"horror mysteri thriller jenniferlovehewitt freddieprinzejr. mekhiphif columbiapictur mandalayentertain summerknowledgellc unitedstatesofamerica competit island radio unfinish busi with co juli jame bring the murder to the bahama to terror her and her friends, karla, tyrel and will, dure a vacation. can ray bronson who surviv a bloodi attack alongsid juli two summer ago, get to the island in time to save everyone? dannycannon"
1969,1969,2621,Return to Me,2000,36609995,"romanc comedi drama davidduchovni minniedriv carrollo'connor metro-goldwyn-mayer(mgm) jltproduct unitedstatesofamerica transplant loveofone'slif veterinarian it took a lot of cajol to get bob (duchovny), a recent widow architect, to go on a blind date at a quirki irish-italian eatery. onc there, he' smitten instantli not with hi date but with the sharp-wit waitress, grace (driver). everyth seem to be go great until an unbeliev truth is revealed, one that could easili break both of their heart for good. bonniehunt"
1982,1982,6478,Beyond the Sea,2004,0,"drama music kevinspacey katebosworth johngoodman lionsgat germani unitedkingdom unitedstatesofamerica music perfectionist rowboat base on the life and career of legendari entertainer, bobbi darin, the biopic move back and forth between hi childhood and adulthood, to tell the tale of hi remark life. kevin spacey did hi own sing for beyond the sea, recreat bobbi darin' vocal style with uncanni accuracy. kevinspacey"
1990,1990,1891,The Empire Strikes Back,1980,538400000,"adventur action sciencefict markhamil harrisonford carriefish lucasfilm twentiethcenturyfoxfilmcorpor unitedstatesofamerica rebel android asteroid the epic saga continu as luke skywalker, in hope of defeat the evil galact empire, learn the way of the jedi from age master yoda. but darth vader is more determin than ever to captur luke. meanwhile, rebel leader princess leia, cocki han solo, chewbacca, and droid c-3po and r2-d2 are thrown into variou stage of capture, betray and despair. irvinkershn"
1995,1995,2787,Pitch Black,2000,53187659,"thriller sciencefict action vindiesel radhamitchel colehaus interscopecommun unitedstatesofamerica dark dystopia comet when their ship crash-land on a remot planet, the maroon passeng soon learn that escap convict riddick isn't the onli thing they have to fear. deadli creatur lurk in the shadows, wait to attack in the dark, and the planet is rapidli plung into the utter black of a total eclipse. with the bodi count rising, the doom survivor are forc to turn to riddick with hi eeri eye to guid them through the dark to safety. with time run out, there' onli one rule: stay in the light. davidtwohi"
2003,2003,580,Jaws: The Revenge,1987,51881013,"adventur thriller lorrainegari lanceguest mariovanpeebl universalpictur unitedstatesofamerica sharkattack bahama dyinganddeath after anoth deadli shark attack, ellen brodi decid she ha had enough of new england' amiti island and move to the caribbean to join her son, michael, and hi family. but a great white shark ha follow her there, hungri for more lives. josephsarg"
2007,2007,2453,Harley Davidson and the Marlboro Man,1991,7434726,"action thriller mickeyrourk donjohnson chelseafield metro-goldwyn-mayer(mgm) krisjair laredo unitedstatesofamerica corrupt harleydavidson drugdeal it' the lawless future, and renegad biker harley davidson (mickey rourke) and hi surli cowboy buddy, marlboro (don johnson), learn that a corrupt bank is about to foreclos on their friend' bar to further an expand empire. harley and marlboro decid to help by rob the crook bank. but when they accident filch a drug shipment, they find themselv on the run from crimin financi and the mob in thi rug action adventure. simonwinc"
2008,2008,6973,In the Valley of Elah,2007,29541790,histori drama thriller tommyleejon charlizetheron susansarandon summitentertain blackfriarsbridgefilm nalafilm unitedstatesofamerica fathersonrelationship detect warcrim a career offic and hi wife work with a polic detect to uncov the truth behind their son' disappear follow hi return from a tour of duti in iraq. paulhaggi
2015,2015,957,Spaceballs,1987,38119483,"comedi sciencefict melbrook rickmorani billpullman brooksfilmsltd. metro-goldwyn-mayer(mgm) unitedstatesofamerica android lasergun swordplay when the nefari dark helmet hatch a plan to snatch princess vespa and steal her planet' air, space-bum-for-hir lone starr and hi clueless sidekick fli to the rescue. along the way, they meet yogurt, who put lone starr wise to the power of ""the schwartz."" can he master it in time to save the day? melbrook"
2017,2017,251,Ghost,1990,505000000,"fantasi drama thriller patrickswayz demimoor whoopigoldberg paramountpictur unitedstatesofamerica corrupt fortunetel moneytransf sam wheat is a banker, molli jensen is an artist, and the two are madli in love. however, when sam is murder by hi friend and corrupt busi partner carl bruner over a shadi busi deal, he is left to roam the earth as a powerless spirit. when he learn of carl' betrayal, sam must seek the help of psychic oda mae brown to set thing right and protect molli from carl and hi goons. jerryzuck"
2018,2018,544,There's Something About Mary,1998,369884651,"romanc comedi camerondiaz benstil mattdillon twentiethcenturyfoxfilmcorpor unitedstatesofamerica surgeon stalker romanticcomedi have never fulli recov from a prom date that becam a total disaster, a man final get a chanc to reunit with hi old prom date, onli to run up against other suitor includ the sleazi detect he hire to find her. bobbyfarrelli"
2020,2020,14635,The Rookie,2002,75597042,"drama famili dennisquaid rachelgriffith bethgrant waltdisneypictur granviaproduct 98mphproduct unitedstatesofamerica fathersonrelationship basebal sportsteam jim morri never made it out of the minor leagu befor a shoulder injuri end hi pitch career twelv year ago. now a married-with-children high-school chemistri teacher and basebal coach in texas, jim' team make a deal with him: if they win the district championship, jim will tri out with a major-leagu organization. the bet prove incent enough for the team, and they go from worst to first, make it to state for the first time in the histori of the school. jim, forc to live up to hi end of the deal, is nearli laugh off the try-out field--until he get onto the mound, where he confound the scout (and himself) by clock success 98 mph fastballs, good enough for a minor-leagu contract with the tampa bay devil rays. jim' still got a lot of pitch to throw befor he make it to the show, but with hi big-leagu dream revived, there' no tell where he could go. johnleehancock"
2022,2022,688,The Bridges of Madison County,1995,182016617,drama romanc merylstreep clinteastwood anniecorley amblinentertain malpasoproduct warnerbros. unitedstatesofamerica farewel adulteri loveatfirstsight photograph robert kincaid wander into the life of housewif francesca johnson for four day in the 1960s. clinteastwood
2026,2026,1642,The Net,1995,110627965,"crime drama mysteri sandrabullock jeremynortham dennismil columbiapictur unitedstatesofamerica cheat newident computerviru angela bennett is a freelanc softwar engin who live in a world of comput technology. when a cyber friend ask bennett to debug a new game, she inadvert becom involv in a conspiraci that will soon turn her life upsid down. while on vacat in mexico, her purs is stolen. she soon find that peopl and event may not be what they seem as she becom the target of an assassination. her vacat is ruined. she get a new passport at the u.s. embassi in mexico but it ha the wrong name, ruth marx. when she return to the u.s. to sort thing out, she discov that ruth marx ha an unsavori past and a lengthi polic record. to make matter worse, anoth person ha assum her real ident ... irwinwinkl"
2040,2040,2176,The Glass House,2001,23619609,"drama thriller leeleesobieski dianelan stellanskarsgård originalfilm unitedstatesofamerica california brothersisterrelationship lossofpar after the parent of rubi and her younger brother, rhett, are kill in a car crash, their parents' best friends, erin and terri glass, becom their guardians. the children hear promis of a world of opul and california fun -- all they have to do is move into the glasses' gate house. befor veri long, though, rubi suspect that erin and terri may not be the ideal guardian they seem to be. danielsackheim"
2046,2046,5550,RoboCop 3,1993,10696210,"action adventur crime robertjohnburk nancyallen mariomachado orionpictur unitedstatesofamerica cyborg dystopia polic the mega corpor omni consum product is still bent on creat their pet project, delta city, to replac the rot citi of detroit. unfortunately, the inhabit of the area have no intent of abandon their home simpli for desir of the company. to thi end, ocp have decid to forc them to leav by employ a ruthless mercenari armi to attack and harass them. an underground resist begin and in thi fight, robocop must decid where hi loyalti lie. freddekk"
2061,2061,4566,Michael Clayton,2007,92991835,drama mysteri crime georgeclooney tomwilkinson tildaswinton castlerockentertain mirageenterpris sectioneightproduct unitedstatesofamerica kill restaur chambersofabarrist a law firm bring in it 'fixer' to remedi the situat after a lawyer ha a breakdown while repres a chemic compani that he know is guilti in a multi-billion dollar class action suit. tonygilroy
2063,2063,1073,Arlington Road,1999,0,drama thriller mysteri jeffbridg timrobbin joancusack lakeshoreentertain screengem arlingtonroadproductionscorpor unitedstatesofamerica bomb terrorist fbi threat from sinist foreign nation aren't the onli thing to fear. bedraggl colleg professor michael faraday ha been vex (and increasingli paranoid) sinc hi wife' accident death in a botch fbi operation. but all that take a backseat when a seemingli all-american coupl set up hous next door. markpellington
2068,2068,2196,Death at a Funeral,2007,46,comedi drama matthewmacfadyen keeleyhaw andynyman sidneykimmelentertain parabolicpictur stablewayentertain unitedkingdom brotherbrotherrelationship farewel fathersonrelationship chao ensu when a man tri to expos a dark secret regard a recent deceas patriarch of a dysfunct british family. frankoz
2074,2074,4108,The Transporter,2002,43928932,"action crime thriller jasonstatham shuqi françoisberléand tf1filmsproduct currententertain canal+ unitedstatesofamerica franc carjourney transport auto former special forc officer, frank martin will deliv anyth to anyon for the right price, and hi no-questions-ask polici put him in high demand. but when he realiz hi latest cargo is alive, it set in motion a danger chain of events. the bound and gag lai is be smuggl to franc by a shadi american businessman, and frank work to save her as hi own illeg activ are uncov by a french detective. louisleterri"
2075,2075,8456,Never Back Down,2008,41627431,"drama action seanfari amberheard camgigandet summitentertain mandalaypictur baumgartenmanagementandproductions(bmp) unitedstatesofamerica rebel martialart underground rebelli jake tyler is lure into an ultim underground fight scene at hi new high school, after receiv threat to the safeti of hi friend and famili jake decid to seek the mentor of a veteran fighter who train him for one final no-holds-bar elimin fight with hi nemesi and local martial art champion ryan mccarthy. jeffwadlow"
